amount_tsh,date_recorded,funder,gps_height,installer,longitude,latitude,wpt_name,basin,subvillage,region,region_code,district_code,lga,ward,population,public_meeting,scheme_management,scheme_name,permit,construction_year,extraction_type,extraction_type_group,extraction_type_class,management,management_group,payment,payment_type,water_quality,quality_group,quantity,source,source_type,source_class,waterpoint_type
0,Feb-201,Rwssp,938,DWE,36.28568131,-10.57215298,Shuleni,Ruvuma / Southern Coast,Majengo,Ruvuma,10,5,Namtumbo,Rare,370,FALSE,Parastatal,,FALSE,2007,other - swn 81,other handpump,handpump,parastatal,parastatal,never pay,never pay,soft,good,insufficient,shallow well,shallow well,groundwater,hand pump
0,Jul-201,Hesawa,0,DWE,31.4540334,-1.51552392,Kwa Mishosho,Lake Victoria,Rare,Kagera,18,2,Bukoba Rural,Rare,0,TRUE,VWC,,TRUE,1987,swn 80,swn 80,handpump,vwc,user-group,never pay,never pay,salty,salty,enough,shallow well,shallow well,groundwater,hand pump
25,Jul-201,Rare,1543,DWE,31.03154161,-7.49015967,Rare,Lake Tanganyika,Rare,Rukwa,15,3,Nkasi,Rare,1,TRUE,VWC,,FALSE,1989,other,other,other,vwc,user-group,pay per bucket,per bucket,soft,good,dry,machine dbh,borehole,groundwater,other
100,Mar-201,Rare,1060.32,Rare,39.1901443,-6.90641274,Kwa Mzee Gema,Wami / Ruvu,Rare,Dar es Salaam,7,2,Ilala,Kitunda,100,Missing,Private operator,J,FALSE,2000,submersible,submersible,submersible,private operator,commercial,pay per bucket,per bucket,soft,good,enough,machine dbh,borehole,groundwater,communal standpipe
0,Mar-201,Danida,1559,DANIDA,34.84156403,-10.98251182,Kwa Mzee Lubanusi,Lake Nyasa,Homola,Ruvuma,10,3,Mbinga,Rare,30,Missing,VWC,DANIDA,TRUE,1995,gravity,gravity,gravity,vwc,user-group,Rare,Rare,soft,good,dry,spring,spring,groundwater,communal standpipe
6,Feb-201,Ces(gmbh),1645,DWE,37.46587022,-3.28139844,Kwa Gasper Mlingi,Pangani,Rare,Kilimanjaro,3,4,Moshi Rural,Rare,90,TRUE,Water Board,Kirua kahe gravity water supply trust,TRUE,2008,gravity,gravity,gravity,water board,user-group,pay per bucket,per bucket,soft,good,enough,spring,spring,groundwater,communal standpipe
0,Apr-201,Kkkt,0,KKKT,33.04084585,-9.10338104,Rare,Lake Rukwa,Rare,Mbeya,12,6,Mbozi,Rare,0,TRUE,VWC,,FALSE,1987,nira/tanira,nira/tanira,handpump,vwc,user-group,pay when scheme fails,on failure,soft,good,insufficient,shallow well,shallow well,groundwater,hand pump
0,Mar-201,Rare,375,Rare,38.61703694,-4.83284928,Kwa Sheshe,Pangani,Rare,Tanga,4,2,Korogwe,Rare,500,FALSE,Other,Forforo water supply,FALSE,2006,gravity,gravity,gravity,Rare,Rare,never pay,never pay,soft,good,enough,spring,spring,groundwater,communal standpipe multiple
0,Mar-201,Unicef,1398,DWE,34.79036325,-8.75355394,Kwa Mzee Mkalangudzi,Rufiji,Rare,Iringa,11,4,Njombe,Rare,35,TRUE,VWC,Wangingombe gravity Scheme,FALSE,1980,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,river,river/lake,surface,communal standpipe
0,Sep-201,World Vision,1650,World Vision,36.81035307,-3.16854552,Pendaeli Masawe,Internal,Karafiya,Arusha,2,7,Meru,Rare,120,TRUE,VWC,Kisimiri gravity water supply,TRUE,2007,gravity,gravity,gravity,wug,user-group,Rare,Rare,soft,good,insufficient,spring,spring,groundwater,communal standpipe
0,Oct-201,Rare,0,WEDECO,34.13447976,-3.46271196,Rare,Internal,Rare,Shinyanga,17,6,Meatu,Rare,0,TRUE,WUG,None,TRUE,1987,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,soft,good,enough,shallow well,shallow well,groundwater,hand pump
0,Feb-201,Government Of Tanzania,1023,DWE,37.42560371,-3.33824941,Rare,Pangani,Rare,Kilimanjaro,3,4,Moshi Rural,Rare,1,FALSE,VWC,Komaka mandaka,TRUE,1974,gravity,gravity,gravity,vwc,user-group,Rare,Rare,soft,good,insufficient,spring,spring,groundwater,other
0,Feb-201,Fini Water,1060.32,Rare,40.32501564,-10.45520593,Rare,Ruvuma / Southern Coast,Rare,Mtwara,99,1,Mtwara Rural,Rare,1500,TRUE,Rare,,TRUE,1971,other,other,other,vwc,user-group,Rare,Rare,salty,salty,enough,machine dbh,borehole,groundwater,other
0,Jul-201,Hesawa,0,DWE,30.8540872,-1.41687719,Kwahaziri,Lake Victoria,Rare,Kagera,18,1,Karagwe,Rare,0,TRUE,WUG,Kagenyi water sup,TRUE,1987,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,dry,spring,spring,groundwater,communal standpipe
0,Mar-201,Salim Aliamari,1060.32,Salim Aliamari,38.97749757,-5.42609892,Kwa Salim Aliamari,Pangani,Rare,Tanga,4,5,Pangani,Rare,400,FALSE,Private operator,,FALSE,2010,other,other,other,private operator,commercial,never pay,never pay,soft,good,enough,shallow well,shallow well,groundwater,other
0,Mar-201,Rare,1270,Rare,37.00736032,-3.22447864,Kwa Saimon Matto,Pangani,Uwara,Kilimanjaro,3,7,Siha,Siha Kati,1,TRUE,Water Board,BL Makiwaru,TRUE,2007,gravity,gravity,gravity,water board,user-group,pay monthly,monthly,soft,good,enough,spring,spring,groundwater,communal standpipe
4000,Mar-201,Rare,2178,Rare,35.45589042,-4.18989309,Rare,Internal,Rare,Manyara,21,1,Babati,Rare,205,TRUE,WUA,,TRUE,1998,gravity,gravity,gravity,wua,user-group,pay when scheme fails,on failure,soft,good,enough,spring,spring,groundwater,communal standpipe
0,Mar-201,Rare,64,Rare,38.81308962,-6.72572154,Maili 35 Primary School,Wami / Ruvu,Maili 35,Pwani,6,2,Kibaha,Rare,1,TRUE,Water authority,,TRUE,2008,mono,mono,motorpump,trust,commercial,never pay,never pay,soft,good,enough,river,river/lake,surface,communal standpipe
20,Feb-201,Unicef,302,District Council,38.76945481,-7.26378106,Gome Darajani,Wami / Ruvu,Rare,Pwani,60,33,Kisarawe,Rare,1500,TRUE,VWC,,FALSE,1993,india mark iii,india mark iii,handpump,vwc,user-group,pay per bucket,per bucket,salty,salty,insufficient,machine dbh,borehole,groundwater,hand pump
500,Mar-201,Rare,425,RWE,37.85201263,-6.80468131,Kwa Mfezua,Wami / Ruvu,Rare,Morogoro,5,2,Morogoro Rural,Rare,180,TRUE,VWC,Kizi,TRUE,1975,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,insufficient,river,river/lake,surface,communal standpipe
0,Mar-201,Government Of Tanzania,1503,DWE,37.5441281,-3.27387356,Kwa Julius Komakundi,Pangani,Rare,Kilimanjaro,3,4,Moshi Rural,Rare,1,FALSE,VWC,Una mkolowoni,TRUE,1972,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,insufficient,spring,spring,groundwater,other
0,Nov-201,Rare,0,Rare,33.14185952,-4.86781159,Shija Swagili,Lake Tanganyika,Rare,Tabora,14,3,Uyui,Rare,0,TRUE,VWC,,TRUE,1987,other,other,other,vwc,user-group,never pay,never pay,soft,good,dry,shallow well,shallow well,groundwater,other
0,Jan-201,Norad,1035,DWE,29.9007723,-4.8585692,Kwa Athuman Toi,Lake Tanganyika,Rare,Kigoma,16,3,Kigoma Rural,Rare,197,FALSE,WUG,Mradi wa maji matendo,TRUE,1984,gravity,gravity,gravity,vwc,user-group,Rare,Rare,soft,good,enough,river,river/lake,surface,communal standpipe multiple
0,Jul-201,Rare,0,Rare,33.54430601,-9.17691261,Kwa Mzee Asukele,Lake Nyasa,Rare,Mbeya,12,4,Rungwe,Rare,0,TRUE,VWC,K,Missing,1987,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,insufficient,spring,spring,groundwater,communal standpipe
0,Apr-201,Rc Church,0,Rare,33.66661804,-9.00113347,Rare,Lake Nyasa,Rare,Mbeya,12,2,Mbeya Rural,Rare,0,FALSE,VWC,,FALSE,1987,gravity,gravity,gravity,wug,user-group,pay when scheme fails,on failure,soft,good,enough,river,river/lake,surface,communal standpipe
2000,Jan-201,Rudep,1192,Rare,31.98774349,-6.70212405,Kwa Mwana Mwenge,Lake Rukwa,Rare,Rukwa,15,1,Mpanda,Rare,120,TRUE,VWC,,TRUE,1988,india mark ii,india mark ii,handpump,vwc,user-group,pay annually,annually,soft,good,enough,machine dbh,borehole,groundwater,hand pump
0,Oct-201,Rare,0,Rare,32.42153855,-4.78830912,Rare,Lake Tanganyika,Rare,Tabora,14,4,Urambo,Rare,0,TRUE,VWC,,TRUE,1987,afridev,afridev,handpump,vwc,user-group,never pay,never pay,soft,good,insufficient,shallow well,shallow well,groundwater,hand pump
0,Feb-201,Government Of Tanzania,1554,DWE,37.43247861,-3.29308467,Kwa Anna Charles,Pangani,Rare,Kilimanjaro,3,4,Moshi Rural,Rare,55,TRUE,VWC,Komaka mandaka,TRUE,1974,gravity,gravity,gravity,vwc,user-group,Rare,Rare,soft,good,enough,spring,spring,groundwater,communal standpipe
0,Jul-201,Rare,0,Rare,33.22755953,-2.59110754,Rare,Lake Victoria,Rare,Mwanza,19,2,Magu,Rare,0,TRUE,VWC,,TRUE,1987,other,other,other,vwc,user-group,never pay,never pay,salty,salty,enough,shallow well,shallow well,groundwater,other
0,Mar-201,Rare,931,Rare,37.10240987,-3.34086741,Kwa Japhet Lukumay,Pangani,Rare,Kilimanjaro,3,7,Siha,Siha Kati,1,TRUE,Water Board,TM part  Four,TRUE,1999,gravity,gravity,gravity,water board,user-group,pay monthly,monthly,soft,good,enough,spring,spring,groundwater,communal standpipe
0,Nov-201,World Bank,1207,Rare,34.00264622,-2.03745821,Kwa Mifuko,Lake Victoria,Kati,Mara,20,4,Bunda,Rare,400,TRUE,WUA,Nyamatoke piped scheme,TRUE,2012,gravity,gravity,gravity,vwc,user-group,Rare,Rare,unknown,unknown,enough,machine dbh,borehole,groundwater,communal standpipe multiple
0,Feb-201,Rare,1582,Rare,29.8329602,-4.48219063,Sarugunzu,Lake Tanganyika,Rare,Kigoma,16,2,Kasulu,Rare,410,TRUE,Water authority,,FALSE,2010,other,other,other,vwc,user-group,never pay,never pay,soft,good,enough,spring,spring,groundwater,other
20,Mar-201,World Bank,184,Rare,38.14139035,-6.76727929,Kwa Nuru Amri,Wami / Ruvu,Rare,Morogoro,5,2,Morogoro Rural,Rare,300,TRUE,VWC,Nger,TRUE,2010,submersible,submersible,submersible,vwc,user-group,pay per bucket,per bucket,soft,good,insufficient,machine dbh,borehole,groundwater,communal standpipe
2400,Mar-201,Danida,1629,DWE,34.94764807,-8.6447495,Rare,Rufiji,Rare,Iringa,11,2,Mufindi,Rare,0,TRUE,VWC,Mag,TRUE,1987,gravity,gravity,gravity,vwc,user-group,pay annually,annually,soft,good,enough,spring,spring,groundwater,communal standpipe
0,Jan-201,Rare,1084,Rare,34.97582364,-5.70687554,Ofisi Za Reli,Internal,Rare,Singida,13,3,Manyoni,Rare,500,TRUE,VWC,Mradi wa Railway,FALSE,1972,mono,mono,motorpump,vwc,user-group,never pay,never pay,soft,good,enough,machine dbh,borehole,groundwater,communal standpipe multiple
500,Mar-201,Rare,1271,Rare,35.00059359,-10.94745513,Rare,Lake Nyasa,Rare,Ruvuma,10,3,Mbinga,Rare,160,Missing,Water Board,BRUDER,TRUE,2000,gravity,gravity,gravity,water board,user-group,pay monthly,monthly,soft,good,enough,spring,spring,groundwater,communal standpipe
0,Feb-201,Rare,695,District Council,37.55988092,-3.49809235,Sokoni,Pangani,Kileo B,Kilimanjaro,3,2,Mwanga,Rare,360,TRUE,WUG,V,FALSE,1993,submersible,submersible,submersible,wug,user-group,never pay,never pay,soft,good,insufficient,spring,spring,groundwater,communal standpipe
0,Jul-201,Hesawa,0,DWE,33.06850207,-2.50547069,Kwa Balwehele,Lake Victoria,Rare,Mwanza,19,2,Magu,Rare,0,TRUE,VWC,,TRUE,1987,other,other,other,vwc,user-group,never pay,never pay,soft,good,seasonal,shallow well,shallow well,groundwater,other
0,Jul-201,Hifab,0,Hesawa,33.3748681,-3.0977647,Munambuli B,Lake Victoria,Rare,Mwanza,19,4,Kwimba,Rare,0,TRUE,VWC,,TRUE,1987,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,soft,good,enough,shallow well,shallow well,groundwater,hand pump
0,Apr-201,District Council,0,Rare,33.190892,-8.777493,Paul Seme,Lake Rukwa,Rare,Mbeya,12,2,Mbeya Rural,Rare,0,TRUE,VWC,,TRUE,1987,gravity,gravity,gravity,wug,user-group,pay when scheme fails,on failure,soft,good,dry,river,river/lake,surface,communal standpipe
30,Oct-201,Rare,1249,Rare,34.22169489,-1.30270476,Kwa Mzee Ayuka,Lake Victoria,Rare,Mara,20,6,Rorya,Rare,850,TRUE,VWC,Mradi wa maji Nyanduga,FALSE,1980,submersible,submersible,submersible,vwc,user-group,pay per bucket,per bucket,salty,salty,enough,machine dbh,borehole,groundwater,communal standpipe multiple
0,Feb-201,Tcrs,1553,TCRS,34.68580332,-4.9731114,Kinyangwe,Internal,Rare,Singida,13,2,Singida Rural,Rare,1,Missing,VWC,,TRUE,1991,nira/tanira,nira/tanira,handpump,vwc,user-group,Rare,Rare,unknown,unknown,dry,shallow well,shallow well,groundwater,hand pump
200,Mar-201,Rare,627,Rare,37.91785478,-4.51597361,Kwa Riwad,Pangani,Rare,Kilimanjaro,3,3,Same,Rare,96,TRUE,Water authority,Kongei water supply,TRUE,2005,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,insufficient,spring,spring,groundwater,communal standpipe
20,Jan-201,Jaica,392,Rare,37.95981786,-9.67155011,Kwa Mzee Ndumpo,Ruvuma / Southern Coast,Rare,Lindi,80,43,Liwale,Rare,350,TRUE,VWC,,TRUE,2006,india mark ii,india mark ii,handpump,vwc,user-group,pay per bucket,per bucket,salty,salty,dry,machine dbh,borehole,groundwater,hand pump
0,Mar-201,World Bank,0,Rare,37.80045962,-5.81119376,Kwa Kidundu,Wami / Ruvu,Rare,Tanga,4,7,Kilindi,Rare,1,TRUE,VWC,,FALSE,2011,other,other,other,vwc,user-group,never pay,never pay,unknown,unknown,unknown,shallow well,shallow well,groundwater,other
1000,Feb-201,Rc,2161,Rare,34.6174624,-9.59819011,Rare,Lake Nyasa,Rare,Iringa,11,4,Njombe,Rare,2,TRUE,VWC,Magang,FALSE,2000,gravity,gravity,gravity,vwc,user-group,pay annually,annually,soft,good,enough,spring,spring,groundwater,communal standpipe
0,Jan-201,Rare,1647,Rare,34.8695704,-4.90436575,Siuyu Secondary,Internal,Rare,Singida,13,2,Singida Rural,Rare,1,Missing,VWC,S,Missing,2010,submersible,submersible,submersible,vwc,user-group,Rare,Rare,unknown,unknown,unknown,machine dbh,borehole,groundwater,communal standpipe
0,Nov-201,World Bank,0,DWE,34.89,-6.37,Kwakapanu,Lake Victoria,Rare,Mwanza,19,2,Magu,Rare,0,TRUE,Rare,,TRUE,1987,india mark ii,india mark ii,handpump,vwc,user-group,never pay,never pay,soft,good,dry,shallow well,shallow well,groundwater,hand pump
8000,Feb-201,Mission,1521,Rare,35.30200705,-9.75972241,Rare,Lake Nyasa,Rare,Ruvuma,10,2,Songea Rural,Rare,0,TRUE,VWC,Mradi wa maji wa wino,TRUE,1997,submersible,submersible,submersible,vwc,user-group,pay annually,annually,soft,good,enough,river,river/lake,surface,communal standpipe
0,Apr-201,Rare,0,Rare,33.87261604,-8.82916917,Rare,Rufiji,Chamgugwe,Mbeya,12,7,Mbarali,Rare,0,TRUE,WUA,,TRUE,1987,gravity,gravity,gravity,wua,user-group,pay monthly,monthly,soft,good,insufficient,river,river/lake,surface,communal standpipe
0,Mar-201,Government Of Tanzania,1245,District council,37.63560221,-3.10892681,Kwa Egidi Abdala,Pangani,Letiro,Kilimanjaro,3,1,Rombo,Rare,1,TRUE,Company,EKTM 2 water suply,TRUE,2000,gravity,gravity,gravity,company,commercial,pay monthly,monthly,soft,good,insufficient,spring,spring,groundwater,communal standpipe multiple
500,Jul-201,Rare,1763,Rare,34.79771114,-9.03263829,Kwa Majuto Ng'Eve,Rufiji,Rare,Iringa,11,4,Njombe,Rare,150,TRUE,WUG,Mtwango water supplied sche,TRUE,2011,gravity,gravity,gravity,wug,user-group,pay monthly,monthly,soft,good,enough,spring,spring,groundwater,communal standpipe
10,Jan-201,Government Of Tanzania,162,District Council,39.46691802,-9.83835586,Kwa Issa Mahenjela,Ruvuma / Southern Coast,Rare,Lindi,80,23,Lindi Rural,Rare,1,FALSE,VWC,,FALSE,1986,other,other,other,vwc,user-group,pay per bucket,per bucket,soft,good,enough,machine dbh,borehole,groundwater,hand pump
8000,Feb-201,Mission,1474,Rare,35.28799341,-9.75266182,Kwa Luduki,Lake Nyasa,Rare,Ruvuma,10,2,Songea Rural,Rare,0,TRUE,VWC,Mradi wa maji wa wino,TRUE,1997,submersible,submersible,submersible,vwc,user-group,pay annually,annually,soft,good,enough,river,river/lake,surface,communal standpipe
0,Jan-201,Rwssp,0,DWE,32.42845146,-3.56181273,Rare,Lake Tanganyika,Mnele,Shinyanga,17,3,Kahama,Rare,0,TRUE,Rare,,TRUE,1987,nira/tanira,nira/tanira,handpump,wug,user-group,Rare,Rare,soft,good,enough,shallow well,shallow well,groundwater,hand pump
450,Feb-201,Germany Republi,1759,CES,37.19914873,-3.1740098,Kwa Nkundankila Ngowi,Pangani,Rare,Kilimanjaro,3,5,Hai,Rare,150,TRUE,Water Board,Uroki-Bomang'ombe water sup,TRUE,1995,gravity,gravity,gravity,water board,user-group,Rare,Rare,soft,good,enough,spring,spring,groundwater,communal standpipe multiple
20,Feb-201,Rare,1389,Rare,34.76563073,-5.37894236,Hamis Shaban,Internal,Ugino,Singida,13,2,Singida Rural,Rare,1,TRUE,VWC,I,Missing,1970,mono,mono,motorpump,vwc,user-group,pay per bucket,per bucket,soft,good,insufficient,machine dbh,borehole,groundwater,communal standpipe
0,Apr-201,World Bank,0,Rare,37.21514191,-6.52456566,Rare,Wami / Ruvu,Rare,Morogoro,5,1,Kilosa,Rare,289,TRUE,VWC,Ms,TRUE,2005,submersible,submersible,submersible,vwc,user-group,never pay,never pay,salty,salty,insufficient,machine dbh,borehole,groundwater,communal standpipe
0,Jun-200,Rare,1265,Rare,34.41825529,-1.58464195,Rare,Lake Victoria,Rare,Mara,20,2,Serengeti,Rare,60,Missing,Other,,Missing,2006,other - rope pump,rope pump,rope pump,private operator,commercial,never pay,never pay,soft,good,seasonal,rainwater harvesting,rainwater harvesting,surface,hand pump
0,Nov-201,Rwssp,0,Rare,33.28928515,-3.71897155,Kwa Shingu Ndeshi,Internal,Rare,Shinyanga,17,3,Shinyanga Rural,Rare,0,TRUE,WUG,,TRUE,1987,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,soft,good,insufficient,shallow well,shallow well,groundwater,hand pump
20,Feb-201,Rare,800,Rare,37.34836543,-3.35001763,New Vijana,Pangani,Rare,Kilimanjaro,3,6,Moshi Urban,Rare,1,TRUE,Water authority,Njoro Water Supply,TRUE,2008,gravity,gravity,gravity,water authority,commercial,pay per bucket,per bucket,soft,good,insufficient,spring,spring,groundwater,communal standpipe multiple
30,Mar-201,Government Of Tanzania,973,DWE,36.82110368,-3.48719465,Rare,Pangani,Rare,Arusha,2,2,Arusha Rural,Nduruma,150,TRUE,VWC,Machumba estate pipe line,TRUE,1980,gravity,gravity,gravity,vwc,user-group,pay per bucket,per bucket,soft,good,insufficient,spring,spring,groundwater,communal standpipe
0,Oct-201,Rare,0,DWE,33.66126049,-3.68287942,Rare,Internal,Rare,Shinyanga,17,8,Kishapu,Rare,0,TRUE,VWC,UNUA piped scheme,TRUE,1987,gravity,gravity,gravity,vwc,user-group,pay per bucket,per bucket,soft,good,insufficient,river,river/lake,surface,communal standpipe
0,Feb-201,World Bank,1942,Rare,35.36615944,-4.06980111,Rare,Internal,Rare,Manyara,21,3,Mbulu,Rare,1,TRUE,VWC,MONGAHAI RIVER,TRUE,2012,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,river,river/lake,surface,other
1000,Mar-201,Dhv,258,RWE,36.66096812,-8.11086061,Kwamakererketa,Rufiji,Rare,Morogoro,5,3,Kilombero,Rare,35,TRUE,Rare,,TRUE,1996,swn 80,swn 80,handpump,vwc,user-group,pay annually,annually,soft,good,enough,shallow well,shallow well,groundwater,hand pump
0,Feb-201,Tackle,1400,TACKLE,34.92959046,-10.94351559,Zahanati,Lake Nyasa,Rare,Ruvuma,10,3,Mbinga,Rare,40,Missing,VWC,DANIDA,TRUE,2008,gravity,gravity,gravity,vwc,user-group,Rare,Rare,soft,good,insufficient,spring,spring,groundwater,communal standpipe
0,Feb-201,Government Of Tanzania,870,DWE,37.40137608,-3.34406794,Kwa Aiseneni Ringo,Pangani,Rare,Kilimanjaro,3,4,Moshi Rural,Rare,1,FALSE,VWC,Komaka mandaka,TRUE,1974,gravity,gravity,gravity,vwc,user-group,Rare,Rare,soft,good,insufficient,spring,spring,groundwater,other
0,Jan-201,Rare,826,Rare,29.68252709,-4.88788825,Kwa Ramadhan Mwamed,Lake Tanganyika,Mngonya,Kigoma,16,4,Kigoma Urban,Rare,0,TRUE,VWC,,TRUE,2010,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,soft,good,dry,shallow well,shallow well,groundwater,hand pump
500,Feb-201,Danida,1668,Rare,34.4736054,-9.81707468,Rare,Lake Nyasa,Rare,Iringa,11,5,Ludewa,Rare,35,TRUE,VWC,Jongoo,FALSE,1995,gravity,gravity,gravity,vwc,user-group,pay annually,annually,soft,good,enough,spring,spring,groundwater,communal standpipe
0,Mar-201,Rare,632,Rare,36.74361371,-6.66958562,Boys,Wami / Ruvu,Kigandu,Morogoro,5,1,Kilosa,Rare,685,TRUE,VWC,,TRUE,2009,swn 80,swn 80,handpump,vwc,user-group,never pay,never pay,soft,good,insufficient,shallow well,shallow well,groundwater,hand pump
0,Jul-201,Rare,0,village council,33.91849273,-9.69181535,Shuleni- Katumbasongwe,Lake Nyasa,Rare,Mbeya,12,3,Kyela,Rare,0,TRUE,VWC,no scheme,TRUE,1987,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,soft,good,dry,hand dtw,borehole,groundwater,hand pump
0,Aug-201,Rare,0,Rare,33.61539209,-2.60745281,Kwa Kadulu,Lake Victoria,Mwambuli,Mwanza,19,2,Magu,Rare,0,TRUE,VWC,,TRUE,1987,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,salty,salty,enough,shallow well,shallow well,groundwater,hand pump
0,May-201,World Vision,456,World Vision,38.07005017,-4.60050764,Ofisini,Pangani,Rare,Kilimanjaro,3,3,Same,Rare,100,TRUE,Water authority,,Missing,1994,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,insufficient,rainwater harvesting,rainwater harvesting,surface,communal standpipe
0,Jan-201,World Vision,0,Rare,32.77040366,-4.21228212,Mitungo,Lake Tanganyika,Mitungo,Tabora,14,1,Nzega,Rare,0,FALSE,VWC,,FALSE,1987,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,soft,good,enough,shallow well,shallow well,groundwater,hand pump
0,Oct-201,Government Of Tanzania,0,DWE,33.72854204,-4.19560639,Kwa Mwakolo,Internal,Rare,Tabora,14,2,Igunga,Rare,0,TRUE,Water authority,Government,FALSE,1987,ksb,submersible,submersible,vwc,user-group,pay per bucket,per bucket,soft,good,enough,dam,dam,surface,communal standpipe multiple
0,Jan-201,Rare,1331,Rare,34.95990111,-4.9523413,Zahanati,Internal,Minghaa,Singida,13,2,Singida Rural,Rare,1,Missing,VWC,M,Missing,1970,mono,mono,motorpump,vwc,user-group,Rare,Rare,unknown,unknown,unknown,machine dbh,borehole,groundwater,communal standpipe
0,Apr-201,Rare,0,DW,37.16816081,-6.24907932,Makangalawe,Wami / Ruvu,Makangalawe,Morogoro,5,1,Kilosa,Rare,190,TRUE,VWC,,TRUE,1980,other,other,other,vwc,user-group,never pay,never pay,soft,good,enough,shallow well,shallow well,groundwater,other
30,Apr-201,Rare,1031,Rare,37.05519455,-6.07855429,Rare,Wami / Ruvu,Rare,Morogoro,5,1,Kilosa,Rare,2100,TRUE,VWC,Ng,TRUE,2004,other,other,other,vwc,user-group,pay per bucket,per bucket,soft,good,insufficient,machine dbh,borehole,groundwater,communal standpipe
0,Oct-201,Rwssp,0,DWE,33.68142264,-3.67667349,Kwageorge Ndanya,Internal,Rare,Shinyanga,17,8,Kishapu,Rare,0,TRUE,VWC,UNUA piped scheme,TRUE,1987,gravity,gravity,gravity,vwc,user-group,pay per bucket,per bucket,soft,good,insufficient,river,river/lake,surface,communal standpipe multiple
0,Feb-201,Government Of Tanzania,1207,TCRS,30.98471329,-3.27207423,Said Mohamedi,Lake Tanganyika,Rare,Kigoma,16,1,Kibondo,Rare,350,TRUE,VWC,,FALSE,2010,gravity,gravity,gravity,Rare,Rare,Rare,Rare,soft,good,insufficient,spring,spring,groundwater,hand pump
0,Jul-201,Rare,0,Rare,33.74104937,-9.56609162,Kwa Andrew Simwinga,Lake Nyasa,Rare,Mbeya,12,3,Kyela,Rare,0,TRUE,Water authority,Ngana water supplied scheme,TRUE,1987,gravity,gravity,gravity,water authority,commercial,pay monthly,monthly,soft,good,enough,spring,spring,groundwater,communal standpipe
30,Jan-201,Rare,319,Rare,38.55010422,-11.14719022,Rare,Ruvuma / Southern Coast,Rare,Mtwara,90,63,Nanyumbu,Rare,86,TRUE,VWC,,TRUE,1986,other,other,other,vwc,user-group,pay per bucket,per bucket,soft,good,dry,machine dbh,borehole,groundwater,other
0,Oct-201,Rare,1800,Rare,34.66394577,-1.36295,Rare,Lake Victoria,Kukinisi,Mara,20,1,Tarime,Rare,200,FALSE,Rare,,TRUE,1999,afridev,afridev,handpump,private operator,commercial,Rare,Rare,soft,good,enough,shallow well,shallow well,groundwater,hand pump
0,Aug-201,Hifab,0,Hesawa,33.31749949,-2.76591263,Mwamanyilili,Lake Victoria,Mwamanyilili,Mwanza,19,4,Kwimba,Rare,0,TRUE,VWC,,TRUE,1987,swn 80,swn 80,handpump,vwc,user-group,never pay,never pay,soft,good,enough,shallow well,shallow well,groundwater,hand pump
0,Nov-201,Wsdp,0,Rare,34.15122853,-3.67441914,Mjini C,Internal,Rare,Shinyanga,17,6,Meatu,Rare,0,TRUE,WUG,Water sector development program,TRUE,1987,mono,mono,motorpump,wug,user-group,pay per bucket,per bucket,soft,good,insufficient,shallow well,shallow well,groundwater,communal standpipe multiple
1000,Feb-201,Danida,979,DANIDA,35.89830042,-10.16583486,Shuleni,Lake Nyasa,Rare,Ruvuma,10,5,Namtumbo,Rare,250,TRUE,WUG,,FALSE,1998,swn 80,swn 80,handpump,wug,user-group,pay monthly,monthly,soft,good,enough,shallow well,shallow well,groundwater,hand pump
500,Apr-201,Rc Church,1864,ACRA,34.70562891,-9.18387317,Rare,Rufiji,Rare,Iringa,11,4,Njombe,Mdandu,85,TRUE,WUA,mtwango water supply scheme,TRUE,2009,gravity,gravity,gravity,wua,user-group,pay monthly,monthly,soft,good,enough,spring,spring,groundwater,communal standpipe
0,Aug-201,Rare,774,DWE,30.62000166,-7.36782601,Sokoni,Lake Tanganyika,Rare,Rukwa,15,3,Nkasi,Rare,1,FALSE,Rare,,FALSE,1988,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,soft,good,enough,shallow well,shallow well,groundwater,hand pump
0,Oct-201,Rare,0,Central government,33.8649903,-9.59702963,Kwa Mwandali,Lake Nyasa,Rare,Mbeya,12,3,Kyela,Rare,0,TRUE,Water authority,Kanga water supplied scheme,TRUE,1987,gravity,gravity,gravity,water authority,commercial,never pay,never pay,soft,good,dry,river,river/lake,surface,communal standpipe
